,tau-brain,gini-brain,RNA tissue specificity,RNA tissue distribution
ENSG00000099194,0.9056206088992979,0.6580596447813252,Group enriched,Detected in many
ENSG00000145284,0.8845414492615189,0.6358034428465849,Group enriched,Detected in many
ENSG00000196876,0.8954621050130674,0.6207617719754106,Group enriched,Detected in many
ENSG00000103184,0.8531281365005021,0.6665014101886126,Group enriched,Detected in many
ENSG00000138606,0.9365264570328453,0.4706559218329054,Tissue enriched,Detected in many
ENSG00000234965,0.9834900163157491,0.8425372281677268,Tissue enriched,Detected in some
ENSG00000141469,0.874553424379862,0.6738120757413362,Group enriched,Detected in many
ENSG00000105143,0.9642239073660362,0.7505155842639795,Group enriched,Detected in some
ENSG00000170615,0.9499357119897138,0.6215040761399537,Tissue enriched,Detected in many
ENSG00000070214,0.8524883953228743,0.519742814355677,Tissue enriched,Detected in all
ENSG00000197106,0.9379194116745824,0.7018364802055646,Tissue enriched,Detected in many
ENSG00000165970,0.9839913799738319,0.9291625162822774,Tissue enriched,Detected in some
ENSG00000013293,0.9011976047904192,0.6296919883997416,Group enriched,Detected in many
ENSG00000139155,0.9135296498684473,0.6620836837345094,Group enriched,Detected in many
ENSG00000147481,0.9076334224019645,0.6130103242942213,Group enriched,Detected in many
ENSG00000156395,0.9094498326323921,0.6342877854295037,Group enriched,Detected in many
ENSG00000176887,0.8723177395708389,0.5798543761749881,Group enriched,Detected in some
ENSG00000196104,0.9546471768822268,0.7574799459968542,Group enriched,Detected in many
ENSG00000160460,0.9051619021812763,0.6230207064555422,Tissue enriched,Detected in many
ENSG00000132671,0.9589473684210527,0.8975659229208925,Tissue enriched,Detected in single
ENSG00000104435,0.9225027536278382,0.7667168785362628,Tissue enriched,Detected in many
ENSG00000197457,0.846237082724666,0.5508504709643232,Tissue enriched,Detected in all
ENSG00000166111,0.9441108045230753,0.6654191616766469,Tissue enriched,Detected in some
ENSG00000078269,0.8568482284505554,0.5400739893292847,Tissue enriched,Detected in all
ENSG00000173227,0.9578296627476952,0.7317807302909607,Group enriched,Detected in many
ENSG00000129990,0.9490680440152707,0.7059545073059457,Tissue enriched,Detected in many
ENSG00000134207,0.9071404995048957,0.689162849624793,Group enriched,Detected in some
ENSG00000204071,0.903569976967891,0.6749740947695648,Group enriched,Detected in many
ENSG00000146426,0.8815962666028482,0.5932949615566341,Group enriched,Detected in many
ENSG00000164112,0.9573514344262296,0.7409908333916446,Tissue enriched,Detected in some
ENSG00000121895,0.8735133397621343,0.6288508291302302,Group enriched,Detected in many
ENSG00000204815,0.9440154440154436,0.7126762985896111,Group enriched,Detected in many
ENSG00000137285,0.9125683060109289,0.7213588841682848,Tissue enriched,Detected in many
ENSG00000258947,0.9008110034482095,0.6981075268817205,Tissue enriched,Detected in many
ENSG00000104833,0.9180990899898889,0.7523336778545395,Group enriched,Detected in many
ENSG00000215218,0.8973805495595358,0.6737982289690068,Group enriched,Detected in many
ENSG00000144406,0.8780737704918036,0.6709326024316535,Group enriched,Detected in many
ENSG00000100987,0.9424249623821973,0.6316225737376533,Group enriched,Detected in some
ENSG00000112290,0.8728148551006139,0.5772354885258111,Group enriched,Detected in many
ENSG00000170396,0.9374870305042541,0.6290958834383149,Group enriched,Detected in many
ENSG00000181409,0.8269632656852272,0.6259717356404555,Tissue enhanced,Detected in many
ENSG00000167972,0.9141831394091439,0.5212414508620811,Tissue enhanced,Detected in many
ENSG00000006071,0.8822599531615926,0.6238929330761327,Tissue enhanced,Detected in many
ENSG00000173208,0.8866619465170742,0.5573928116789906,Tissue enhanced,Detected in many
ENSG00000131969,0.9377656344869459,0.6969111969111967,Tissue enhanced,Detected in some
ENSG00000127220,0.7581485053037609,0.35959671396564574,Tissue enhanced,Detected in all
ENSG00000163995,0.9529202246677931,0.6330935251798557,Tissue enhanced,Detected in many
ENSG00000159842,0.7695142126635585,0.43765537028484913,Tissue enhanced,Detected in all
ENSG00000285162,0.9631901840490801,0.8060331188693175,Tissue enhanced,Detected in some
ENSG00000266202,0.7809113642678525,0.4346845560947761,Tissue enhanced,Detected in many
ENSG00000267360,0.8414814814814814,0.658856073549752,Tissue enhanced,Detected in some
ENSG00000226690,0.9590633423180592,0.8462273161413565,Tissue enhanced,Detected in some
ENSG00000282278,0.8061892296185489,0.33291488438410477,Tissue enhanced,Detected in all
ENSG00000255641,0.9599729902089507,0.7260209334248451,Tissue enhanced,Detected in some
ENSG00000272822,0.805603576751118,0.3356900452488687,Tissue enhanced,Detected in all
ENSG00000275674,0.7530148423005564,0.4270746919838999,Tissue enhanced,Detected in many
ENSG00000260272,0.8896296296296291,0.5935828877005351,Tissue enhanced,Detected in some
ENSG00000233024,0.8765161290322582,0.4284807448159118,Tissue enhanced,Detected in all
ENSG00000263620,0.8231934662957919,0.5538046136591586,Tissue enhanced,Detected in many
ENSG00000279408,0.9799154334038056,0.9440133037694016,Tissue enhanced,Detected in some
ENSG00000131584,0.8133099141295866,0.40694574470063793,Tissue enhanced,Detected in all
ENSG00000097021,0.7461639344262295,0.4739845480661602,Tissue enhanced,Detected in many
ENSG00000164398,0.8546112281344447,0.6711330040265511,Tissue enhanced,Detected in many
ENSG00000133627,0.8224258852889289,0.4017803474826114,Tissue enhanced,Detected in all
ENSG00000008277,0.8900346044950891,0.5570383259715344,Tissue enhanced,Detected in many
ENSG00000138316,0.7956284153005462,0.5599382518897056,Tissue enhanced,Detected in many
ENSG00000145536,0.9050144648023144,0.6941302425173395,Tissue enhanced,Detected in many
ENSG00000105963,0.7753549297984154,0.561781594113139,Tissue enhanced,Detected in many
ENSG00000185736,0.856656132727632,0.6904771401505709,Tissue enhanced,Detected in many
ENSG00000164742,0.8897117015262862,0.6203235882598501,Tissue enhanced,Detected in many
ENSG00000155897,0.944863781106263,0.7587293567002633,Tissue enhanced,Detected in some
ENSG00000141433,0.9264235134348625,0.6957742804973479,Tissue enhanced,Detected in many
ENSG00000078549,0.9203122121937747,0.663678949931588,Tissue enhanced,Detected in many
ENSG00000118492,0.9553734061930783,0.845436007816704,Tissue enhanced,Detected in some
ENSG00000197177,0.9209293726118574,0.684468647826902,Tissue enhanced,Detected in some
ENSG00000072071,0.7922436203512125,0.39200229051345725,Tissue enhanced,Detected in many
ENSG00000150471,0.8532652512765385,0.5864962533878939,Tissue enhanced,Detected in many
ENSG00000163485,0.8387342737323676,0.6342932299598507,Tissue enhanced,Detected in many
ENSG00000170214,0.8765938069216757,0.63066092255963,Tissue enhanced,Detected in many
ENSG00000171873,0.9080300083356483,0.6358698649021228,Tissue enhanced,Detected in many
ENSG00000155966,0.8369135104578859,0.6445093556853776,Tissue enhanced,Detected in many
ENSG00000133612,0.7603607524541807,0.3774595669882621,Tissue enhanced,Detected in all
ENSG00000186094,0.9040333073119953,0.6063515068206606,Tissue enhanced,Detected in many
ENSG00000026652,0.8486115757778521,0.5161386807319974,Tissue enhanced,Detected in many
ENSG00000159723,0.981960629402857,0.8759637328070065,Tissue enhanced,Detected in some
ENSG00000160224,0.9022318783330042,0.5909141645272911,Tissue enhanced,Detected in some
ENSG00000196581,0.8358920981871802,0.5620359318565822,Tissue enhanced,Detected in many
ENSG00000232434,0.9014226908355601,0.4964945696223051,Tissue enhanced,Detected in many
ENSG00000186471,0.9552238805970148,0.8843870967741936,Tissue enhanced,Detected in some
ENSG00000285283,0.8852513227513225,0.5723994108296508,Tissue enhanced,Detected in many
ENSG00000270299,0.9554544674276889,0.7115856428895955,Tissue enhanced,Detected in some
ENSG00000283384,0.8196864111498259,0.5873144399460182,Tissue enhanced,Detected in some
ENSG00000204422,0.8830807299721624,0.639809894468977,Tissue enhanced,Detected in some
ENSG00000171094,0.9227951277589522,0.6126822801590808,Tissue enhanced,Detected in many
ENSG00000003393,0.885982134092471,0.35652020833586295,Tissue enhanced,Detected in all
ENSG00000155749,0.9315751960085533,0.6216297933565489,Tissue enhanced,Detected in many
ENSG00000181754,0.7840321098699164,0.4257628142727672,Tissue enhanced,Detected in all
ENSG00000174945,0.8072131147540981,0.546996662958843,Tissue enhanced,Detected in many
ENSG00000145362,0.7963684481364408,0.5837437892717419,Tissue enhanced,Detected in many
ENSG00000151150,0.8522184417637557,0.5059221943857333,Tissue enhanced,Detected in all
ENSG00000153930,0.8740423428618503,0.6307123655913978,Tissue enhanced,Detected in many
ENSG00000160117,0.9292760771797475,0.6138298729553329,Tissue enhanced,Detected in many
ENSG00000198720,0.8118277044483067,0.4507870078885967,Tissue enhanced,Detected in all
ENSG00000230453,0.9597172283502956,0.7083940339923691,Tissue enhanced,Detected in many
ENSG00000089847,0.9105407610711365,0.5577344756651668,Tissue enhanced,Detected in many
ENSG00000164236,0.8256981792263332,0.49676652088608253,Tissue enhanced,Detected in many
ENSG00000235711,0.9213793103448278,0.83024818318936,Tissue enhanced,Detected in some
ENSG00000154945,0.750121975019516,0.38976992301213187,Tissue enhanced,Detected in all
ENSG00000135299,0.900096028534193,0.45022878397275523,Tissue enhanced,Detected in all
ENSG00000235098,0.8065747246075111,0.5502673725479734,Tissue enhanced,Detected in many
ENSG00000230062,0.9655282331511844,0.8542611257111503,Tissue enhanced,Detected in some
ENSG00000165138,0.8209857082807904,0.38170597368352555,Tissue enhanced,Detected in all
ENSG00000011426,0.9016652014273155,0.680229303438098,Tissue enhanced,Detected in many
ENSG00000151572,0.811112008398611,0.6575721428390144,Tissue enhanced,Detected in many
ENSG00000074855,0.7425800921461482,0.41952840489519727,Tissue enhanced,Detected in all
ENSG00000011201,0.879280632760373,0.6277223914422045,Tissue enhanced,Detected in many
ENSG00000284873,0.9069767441860465,0.7329545454545454,Tissue enhanced,Detected in single
ENSG00000106367,0.7768630539050757,0.34244548136436403,Tissue enhanced,Detected in all
ENSG00000103723,0.8905577433830936,0.6118819552049581,Tissue enhanced,Detected in many
ENSG00000107282,0.7651280501624237,0.5523732857447679,Tissue enhanced,Detected in many
ENSG00000166313,0.8427702205169947,0.4603254608294929,Tissue enhanced,Detected in all
ENSG00000113108,0.7891039073092566,0.352398362605836,Tissue enhanced,Detected in all
ENSG00000134982,0.7687282055393003,0.42428047131543334,Tissue enhanced,Detected in all
ENSG00000171388,0.9211853720050447,0.6680516983550524,Tissue enhanced,Detected in many
ENSG00000134287,0.7434007938626939,0.30096835188780213,Tissue enhanced,Detected in all
ENSG00000112379,0.7743128312584742,0.5755124499047368,Tissue enhanced,Detected in many
ENSG00000107863,0.730555223166208,0.4444472578113128,Tissue enhanced,Detected in all
ENSG00000275832,0.8972873500545251,0.6595162298057184,Tissue enhanced,Detected in many
ENSG00000134909,0.8229927645146632,0.42616733615899904,Tissue enhanced,Detected in all
ENSG00000147256,0.9644060184145515,0.8892914373301748,Tissue enhanced,Detected in some
ENSG00000006740,0.8308759336502085,0.5289437065148639,Tissue enhanced,Detected in many
ENSG00000136002,0.8140904496110404,0.5829543145073686,Tissue enhanced,Detected in many
ENSG00000131089,0.7950434849534365,0.4072692808111624,Tissue enhanced,Detected in many
ENSG00000196503,0.8549310434556335,0.4615554573574898,Tissue enhanced,Detected in many
ENSG00000165309,0.9381371829377702,0.799013262956177,Tissue enhanced,Detected in some
ENSG00000128989,0.8432062757719001,0.38202952306020754,Tissue enhanced,Detected in all
ENSG00000140450,0.8170170267702722,0.4033913334778414,Tissue enhanced,Detected in all
ENSG00000062096,0.940521739130435,0.8223280559488564,Tissue enhanced,Detected in some
ENSG00000099889,0.8446348733233977,0.4254675769965115,Tissue enhanced,Detected in all
ENSG00000004848,0.9591141396933563,0.7811059907834106,Tissue enhanced,Detected in some
ENSG00000139352,0.8952269432363108,0.6934296275403409,Tissue enhanced,Detected in many
ENSG00000232237,0.9265663597574674,0.6317741935483869,Tissue enhanced,Detected in some
ENSG00000213199,0.8842780231080998,0.5555063216353544,Tissue enhanced,Detected in many
ENSG00000072182,0.9242400127327712,0.6779207755306702,Tissue enhanced,Detected in some
ENSG00000196433,0.8735096870342772,0.45617613660259915,Tissue enhanced,Detected in many
ENSG00000108381,0.8377272872527397,0.6082038529664613,Tissue enhanced,Detected in many
ENSG00000174939,0.8670344481710182,0.6656500693903797,Tissue enhanced,Detected in many
ENSG00000128203,0.8614445435215032,0.5173499550186349,Tissue enhanced,Detected in many
ENSG00000141431,0.7806780200541144,0.5257019015050866,Tissue enhanced,Detected in many
ENSG00000198513,0.8627865741748842,0.5262676543984115,Tissue enhanced,Detected in many
ENSG00000118322,0.8614893025840512,0.6959593037272771,Tissue enhanced,Detected in many
ENSG00000159363,0.7781860435902267,0.4119484551427903,Tissue enhanced,Detected in all
ENSG00000070961,0.7624779084648666,0.36783213264014436,Tissue enhanced,Detected in all
ENSG00000033627,0.7668515675300874,0.3851904848793326,Tissue enhanced,Detected in all
ENSG00000171130,0.7945072240790849,0.5164671159022716,Tissue enhanced,Detected in all
ENSG00000054793,0.830693997516913,0.4384856447431553,Tissue enhanced,Detected in all
ENSG00000107518,0.8581967213114751,0.6209580992298689,Tissue enhanced,Detected in many
ENSG00000142920,0.7863175076289832,0.5104475532825221,Tissue enhanced,Detected in many
ENSG00000162630,0.892769943694255,0.6670632289269418,Tissue enhanced,Detected in many
ENSG00000183778,0.892686467848285,0.7205378973105139,Tissue enhanced,Detected in many
ENSG00000176383,0.8897716986824905,0.5675395218939767,Tissue enhanced,Detected in many
ENSG00000135454,0.8917729204614454,0.6175330373397243,Tissue enhanced,Detected in many
ENSG00000182272,0.8592779412451543,0.6091346707069154,Tissue enhanced,Detected in many
ENSG00000118276,0.7843122840549879,0.47809271766785555,Tissue enhanced,Detected in many
ENSG00000174684,0.8242953178440854,0.46422064135876817,Tissue enhanced,Detected in all
ENSG00000266074,0.8201415701415702,0.39921202518093435,Tissue enhanced,Detected in all
ENSG00000007516,0.9324932158655813,0.7002372547057902,Tissue enhanced,Detected in many
ENSG00000176788,0.8653515741063701,0.5873246664385903,Tissue enhanced,Detected in all
ENSG00000064787,0.8868852459016395,0.7420604206407733,Tissue enhanced,Detected in many
ENSG00000127152,0.9106751000387246,0.6799401315530347,Tissue enhanced,Detected in many
